article_author,article_title,index_link,article_dt,article_text,article_IP,article_ncomments
takashi001 (沙花叉クロヱ的狗),[黑特] 到底是誰叫侯友宜去凱道,https://www.ptt.cc/bbs/HatePolitics/M.1689506669.A.B05.html,Sun Jul 16 19:24:26 2023,==我很好奇到底是誰叫侯友宜去凱道啊一上台直接被噓爆我是覺得啦現場的人大可不必今天侯友宜出來挺司法改革 居住正義已經很不容易了帶了一大票國民黨員上去台上每個都臭臉要我看台下噓成那樣 我也一樣擺臭臉給你們看不要不知好歹 好嗎？啊到底是誰叫侯友宜上凱道給人噓爆的？--だにまる--,112.78.75.252 (臺灣),67
tomandnico (tonico),[黑特] 有個吸大麻的在公平正義台上,https://www.ptt.cc/bbs/HatePolitics/M.1689506673.A.D4C.html,Sun Jul 16 19:24:31 2023,這場合找地主 老闆 包租公宣傳居住正義現在還找吸大麻的 在上面宣傳反黑金嗎？還是要宣傳小心火災--,111.251.215.159 (臺灣),2
manysheep (愛與和平的PTT鄉民),Re: [討論] 總統投賴 政黨投時力 我心動了,https://www.ptt.cc/bbs/HatePolitics/M.1689506704.A.300.html,Sun Jul 16 19:25:02 2023,時代這場做對了只要選舉前不要又在那裏呼籲總統票投民進黨那時代力量政黨票就有救只要總統票不站立場 政黨票就有救當然如果他們還是搞不清楚狀況又跑回去喊總統投賴那時代力量真的就沒救總統投賴 真的搞不清狀況賴可是當過行政院長 請問他當行政院長時為青年人做甚麼？ 為抑制炒房做甚麼？為司法公平做過什麼？以前阿扁周圍除了正義連線的外 也有潮流 也有福利國現在賴旁邊 都是新潮流新潮流40年前是理念團體現在是利益分贓團體當小三棄選的那位 也是新潮流的還是賴的愛將酒駕 不能動她 那是賴的愛將濫用法福資源 不能動她 那是賴的愛將直到選前當小三 才萬般不捨地讓她棄選看透賴的半套標準說民進黨絕不寬容性騷 吃案小腳色嚴辦請問疑似吃案性騷的新潮流立委呢？完全不提 完全不查 當作沒這件事！這就是賴的雙重標準 半套原則遇到新潮流或民進黨高層利益就轉彎如果賴當選可預見為了利益一定會拿出一堆藉口 繼續炒房或是拿國家錢幫炒房客解套那就等著以後大公司人才不夠用 相繼出走 慢性亡台吧--,42.75.170.188 (臺灣),4
flylim0902 (Flylim),[討論] 看完今天的遊行是不是很想念韓總,https://www.ptt.cc/bbs/HatePolitics/M.1689506719.A.703.html,Sun Jul 16 19:25:17 2023,今天凱道有阿北的佈道大會不是啦，是居住正義、司法正義的大遊行我覺得是造勢還是遊行，抑或是人數的爭論都不是重點重點就是不好玩啊唯一的爆點就只有王立委上台當自走砲噴一輪而已這時候就特別想念我們的韓總他的場子真的是超級熱又好玩有一大堆夜市能吃，還可以跟長輩們一起唱歌，好不熱鬧等到韓總上台又有一大堆金句可以把群眾逗得開心不已唉，真的好想念韓總民進黨真的很可惡，一直糟蹋韓總，害今年的選舉好無聊--,36.239.0.14 (臺灣),7
justinXD (Justin),Re: [討論] 侯老三討人厭是自找的吧？,https://www.ptt.cc/bbs/HatePolitics/M.1689504745.A.170.html,Sun Jul 16 18:52:23 2023,猴子真的是離人民太遠帶著一堆既得利益的老人上台 來蹭皮笑肉不笑的就讓人很反感了大家都知道你來蹭的蹭也沒關係 但底下又熱到翻上台聰明就是短短帶過然後表示是來支持這個活動然後簡短誠懇表達一下對政策的看法如果真的有思考 會讓人感覺你有誠意可以把自己層次拉高也會爭取到不同同溫層的支持者不是啊 猴子就是既得利益者上百個學生在那繳租金給你本來就讓人夠討厭了猴子問題一直以來都是自以為是根本來訓話的後面還把現場當自己造勢大會台上自己在那喊猴子 猴子 猴子笑死人 北七會不會看場合讀空氣真的只差自己沒喊凍蒜了--你是不是生活不如意 有怨氣啊  ,111.71.115.178 (臺灣),1
dragonjj (簡簡單單的傷過 就不算白),[討論] 716 我旁邊綠粉朋友說 時代力量值得一票,https://www.ptt.cc/bbs/HatePolitics/M.1689504783.A.578.html,Sun Jul 16 18:53:00 2023,如題拉 今天參加遊行回家 剛到家就收到綠粉朋友的LINE跟我說 今天燈泡媽超帶種 直接上台噴一波 雖然聽到她罵蔡英文有點不爽 但是反正蔡英文又不連任 明年要換賴神上台 所以沒差但是看到聽到她口噴柯師傅 還要被台下的狗跟太監噓  他就覺得很不甘很捨不得 又很爽他噴白柯一臉口水所以他決定明年 總統投賴清德賴神政黨票投時代力量 畢竟這近八年來 民進黨國會多數 都只會硬幹自己想要的法案 對於上台前的承諾 很多都忘記了 他很不爽 本來就不打算投民進黨政黨票現下剛好有去處可以投 昌神又已經滾蛋了 剛好天賜良機所以我想來問問 政黑的綠粉 你們認同嗎?總統票投賴清德 政黨票投時代力量沒有政黨國會過半數!政黑鄉民 尤其是綠粉 你們覺得可以嗎?畢竟在不投給時代力量時代力量就要滅黨拉!救救時代力量 從你我做起!嗚嗚嗚 搶救燈泡媽媽阿!--他現在跟退黨有什麼不同?黨主席是燈泡媽阿 快點開鍘!時代力量怎麼可能有白粉?四年仇不共戴天耶!阿 不是國師昌先弄走喔?奇怪 國師昌現在只是黨員 公職官職都絕對沒份阿 為什麼你們這麼想要國昌走才要投我還很懷疑國昌走你們真的會投?,1.162.225.159 (臺灣),110
win8719 (win8719),Re: [黑特] 農地工廠也是歷史共業吧,https://www.ptt.cc/bbs/HatePolitics/M.1689504869.A.635.html,Sun Jul 16 18:54:27 2023,不要這樣說館長了啦人家很辛苦的辦活動了請大家多多支持他電商產品好不好他自己都說他的產品很好~業界良心了了不支持他電商~對得起他這次的活動舉辦嗎請支持館長--,114.44.39.53 (臺灣),5
yoriniyote (yoritorimitori),[討論] 白色這下涼了吧,https://www.ptt.cc/bbs/HatePolitics/M.1689505043.A.572.html,Sun Jul 16 18:57:21 2023,大家都知道品牌形象很重要所以民眾黨一直強調支持者都是年輕人讓很多年輕人也開始跟著潮流支持白色也把政黨的形象塑造成清新 年輕有活力可是今天的遊行完全拆穿了這包裝不止支持者男女比例嚴重失調甚至還都是母胎獨男子 連髮線也都有些危機以後大家提到白色粉絲都會聯想到這種形象而不注重政策只注重潮流的真正年輕人怕被劃上同等標籤就會不敢支持民眾黨了民眾黨716把支持者攤在陽光下是不是一步壞棋？--,101.12.53.18 (臺灣),13
Sinreigensou (神靈幻想),[討論] 今天好多深綠侯粉,https://www.ptt.cc/bbs/HatePolitics/M.1689505102.A.174.html,Sun Jul 16 18:58:20 2023,今天政黑出現一堆深綠侯粉之前一直在酸侯hohogpt然後侯有移也是酸一波結果今天就出現要變藍綠對決國民黨暗爽等挺侯的言論明明內心不是挺侯，把他當笑話只是藉侯打柯而已--美國人不要吵今天人數明明不錯了以為跟藍綠一樣有錢喔誰講十萬人 肯定不是我 不要拿別人話塞我嘴時代我不挺也不會往上拉 誰糗你們這些深綠時粉,49.216.42.86 (臺灣),22
edwardcheng (小鄭),[討論] 如果915國民黨辦反DPP大遊行,https://www.ptt.cc/bbs/HatePolitics/M.1689505110.A.1AF.html,Sun Jul 16 18:58:28 2023,如果915國民黨在中秋節前夕在凱達格蘭大道辦1.請問參加人數會不會超過10萬？2.請問你柯文哲敢不敢去？3.侯友宜牽起柯文哲的手，大喊在野大團結，打倒民進黨，底下藍旗飄揚，國民黨凍蒜這畫面真是太美我不敢看--國民黨在凱達格蘭大道隨便辦都超過10萬人啦館長想替柯文哲造勢結果大翻車棄柯保侯已成定局--,114.43.11.96 (臺灣),40
autokey (該起床啦),[討論] 我要幫王婉瑜說句公道話,https://www.ptt.cc/bbs/HatePolitics/M.1689505234.A.EFB.html,Sun Jul 16 19:00:31 2023,我很久前酸過時代力量中最不喜歡的人就是她但現在也沒啥變化但是我尊重且佩服為民眾發聲的勇氣與毅力最近的幼稚園老師下毒案甚至帶家長們集會抗議這次716遊行也上台發言雖然我有不認同她某些想法但是她至少願意且有行動去實現她的政治理念也讓台灣有更多元的聲音被聽見即使我不喜歡她但她身為民意代表我給她90分以上----,1.160.227.72 (臺灣),20
saufu08 (saufu),[討論] 柯文哲、侯友宜真的兩樣情耶...,https://www.ptt.cc/bbs/HatePolitics/M.1689505301.A.95D.html,Sun Jul 16 19:01:39 2023,今天實在太熱了，所以我沒有去參加遊行，晚上回到家打開電視看tvbs新聞，以下是我從youtube擷取的畫面柯文哲上台講話，台下喊總統好然後侯友宜講話，台下部份民眾噓剛才我看tvbs新聞這樣報，然後再去Youtube看重播，感覺這次tvbs的報導很挺柯文哲耶，侯友宜實在亂沒面子的，哭哭。想問大家，今天的716遊行，為什麼侯友宜想要去參加啊？--,49.216.131.225 (臺灣),112
growl (GROWL),[討論] 館長、國昌是不是完全走下神壇了？,https://www.ptt.cc/bbs/HatePolitics/M.1689505342.A.061.html,Sun Jul 16 19:02:20 2023,館長、國昌高峰時期可謂是呼風喚雨，而且嚴格來說，館長、國昌兩人基本上都不是被民進黨打倒的。經過這次716，館長、國昌的澎風支持度應該直接崩潰，最大的問題還是兩者影響力早就崩盤。國昌錄音帶事件人設崩潰，高道德要求他人，嚴以律人寬以待己，根本好笑。館長電商爭議不斷，偏偏又要惹Toyz，Toyz雖然不是什麼好咖，但跟館長比，還真是好上不少，光是邏輯就直接屌虐館長，Toyz打館長就跟打小孩一樣，直接把館長打下神壇，加上賣燒肉便當根本毀健身人設，館長影響力早就沒人插洨。簡單說館長、國昌本來就在走下神壇，原本以為716能藉由柯的力量帶上新高度，沒想到柯的階梯也是虛空的，三個人一起跌個狗吃屎，716從別的角度說也是蠻厲害的自毀遊行。-----Sent from JPTT on my Samsung SM-G970F.--阿北只能無地放屎柯連,1.161.16.217 (臺灣),88
a111111 ( ),Re: [新聞] 侯友宜拋居住五大政策 推動租金實價登錄,https://www.ptt.cc/bbs/HatePolitics/M.1689505382.A.5F5.html,Sun Jul 16 19:03:00 2023,住輕萬不至場惠包租侯在自肥嗎？減稅引導誠實？講白就是包租侯在自肥吧現在房東幾乎都逃稅不報就是因為囤房稅不夠重 讓房東選擇逃稅沒租出去實價課稅 有租出去不用實價課稅這樣哪個房東敢不誠實申報 逃稅？--,220.133.134.144 (臺灣),6
iPodmilk (獨立自由幸福),[討論] 今天柯粉上街男女比9：1,https://www.ptt.cc/bbs/HatePolitics/M.1689505461.A.DDB.html,Sun Jul 16 19:04:19 2023,請問是不是蔡壁如割眼袋美白策略奏效讓師傅黨大舉收割豬哥票票倉才會有這麼多的男柯粉上街4不4 nh--,113.160.130.174 (越南),132
zeuswell (幫我想個有梗的暱稱),[公告] MickJan 天這麼黑外面這麼熱你怎還不回家,https://www.ptt.cc/bbs/HatePolitics/M.1689505462.A.6E1.html,Sun Jul 16 19:04:19 2023,-------------------------------------------------------------------------------MickJan2.發表文章須40個繁體中文字以上，外文以單詞計算。　作者本人轉錄文章以轉錄文章字數計數。　（簽名檔、網址、無意義字詞、轉錄他人文章、轉錄/發表新聞內容不計入）　禁止手動置底相似文章或發/推文過多簡體字，以上違者刪除。┌─────────────────────────────────────┐│ 文章代碼(AID):  [ptt.cc] Re: [討論] 國蔥老濕這次 ││ 文章網址:     ││ 這一篇文章值 15 Ptt幣                                                    │└─────────────────────────────────────┘人家佔神耶土地佔國家的政黨也佔著茅坑不拉屎　本案經由巡查，依照板規水桶 水桶  7  天--------------------------------------------------------------------------------,111.254.111.195 (臺灣),1
aleeon (    ),[討論] 燈泡媽讓你政黨票轉移給時力的有嗎？,https://www.ptt.cc/bbs/HatePolitics/M.1689505488.A.068.html,Sun Jul 16 19:04:46 2023,看到政黑為數不少綠粉、綠腦一片稱讚，時代力量政黨票感覺10%沒有問題？這裡調查一下，有多少本來不是時力支持者轉移？有的+1並留下本來的政黨票會給那個黨沒有的+0留下你對燈泡媽今日表現的感想--怎麼感覺很多反串，認真點啦~~,49.217.71.195 (臺灣),63
Supasizeit (更大更快更有力),[黑特] 蔡英文根本就不用讀稿,https://www.ptt.cc/bbs/HatePolitics/M.1689505504.A.E06.html,Sun Jul 16 19:05:01 2023,我想柯粉都沒有看全代會你如果有看就知道蔡英文 不用讀稿機也可以 流暢的 發表很長的演說她還故意 把1月13號 講錯成1月31號然後看左邊 看右邊 露出可愛的微笑我們相信 這八年 柯粉對於小英的污衊會在1月13號 賴清德大勝之下得到 真正的平反看到許淑華點頭如搗蒜我也對台灣 充滿了信心絕對不會敗在 中共同路人的手上台灣加油 賴清德加油 民進黨加油--,203.204.194.135 (臺灣),13
pchunters (齁齁齁),[新聞] 全文／我相信賴清德！蔡英文：會將國家,https://www.ptt.cc/bbs/HatePolitics/M.1689505510.A.43A.html,Sun Jul 16 19:05:08 2023,全文／我相信賴清德！蔡英文：會將國家帶向下一階段的昌盛繁榮民進黨今（16）日召開全國黨代表大會，並為黨主席暨總總參選人賴清德，以及立委參選人造勢。對此。總統蔡英文表示，賴清德這4年來協助她關關難過關關過，現在賴準備好了，要帶著國家希望工程的國家藍圖，將國家帶向下一階段的昌盛繁榮。民進黨今在圓山大飯店舉辦全代會，蔡英文致詞表示，明年台灣人民要再次做出選擇，就像8年前一樣，她依然相信民主、相信人民、相信台灣，「我也相信賴清德」。蔡英文提及，她在4年前和賴清德一起參加黨內初選，她還記得初選結束後，她說，「在未來的團隊中，清德一定會扮演重要的角色。」這4年來，她和賴並肩作戰，一起贏得2020年大選，也一起守住四大公投；一起挺過三年多的百年大疫，也共同面對去年底地方選舉的挫敗。「這4年來，賴清德協助蔡英文，關關難過關關過。」蔡英文說，現在，賴清德準備好了，從地方到中央，從內政到國際，有最完整的歷練，要帶著「國家希望工程」的國政藍圖，在這8年努力打下的基礎上，持續努力，將國家帶向下一階段的昌盛繁榮。蔡英文說，面對人民的期待，民進黨有團隊、會做事；面對人民的批判，民進黨會反省、會改進；面對挫折與挑戰，民進黨有韌性，在困境中堅持價值，實現對人民的承諾。她說，「我相信賴清德能夠在新的變局中，接棒蔡英文，穩健帶領台灣繼續前進。」她並拜託大家，2024，團結一致，支持賴清德，民主、團結、挺台灣。蔡英文全代會開幕式致詞全文如下：賴清德主席、陳建仁院長、張俊雄前院長、蘇貞昌院長、游錫堃院長、柯建銘總召、許立明秘書長、執政縣市的首長、各位執政團隊的夥伴、以及各位黨代表先進同志，所有收看網路直播的朋友，大家午安，大家好。八年前，當我被民進黨提名為2016年的總統候選人。在全代會上，我告訴大家，選贏，是為了幫這個國家承擔重大的責任。選贏，是代表我們向人民承諾的改革，要一個一個兌現。八年過去了。幾天前，我看到臉書上，有一張「到宅沐浴車」的照片，這一張照片有將近一萬個讚，超過四百則留言。我看到有留言寫著，這台車很有故事、很有愛，照服員的工作很偉大；更有人說，近年來的長照政策，真的幫助了很多人，或許還有需要進步的地方，但無疑是往正確的方向邁進。這只是執政以來，很多故事的縮影。我要謝謝投入長照工作的夥伴，我們一起做了正確的事，大家的付出很值得。我要感謝台灣人民，給蔡英文兩次執政的機會，擔任中華民國的總統。我沒有忘記自己的承諾。我們的執政，從改革踏出第一哩路，雖然歷經種種的艱難與挑戰，但台灣，已經從十字路口，踏著自信的步伐，走在正確的方向上。兩個任期，一路走來起起伏伏、有起有落，但是，民進黨有團隊、會做事、會反省、有韌性。這不是蔡英文一個人的努力。我和林全，和賴清德，和蘇貞昌，和陳建仁，和執政團隊的所有夥伴，我們榮辱與共，一起完成了許多事。大家還記得，我們推動年金改革的時候，面對了多大的壓力。但我仍要感謝全體軍公教夥伴的諒解，我們完成了年金改革，讓年金財務得以健全，也讓國家的財政有更多餘裕，能夠為台灣，為我們的下一代做更多事情。大家還記得，我們推動「前瞻基礎建設計畫」的時候，遭遇了多大的杯葛。但是，因為有了前瞻建設，今年跟去年的百年大旱，全台灣沒有一個地方實施分區供水。還記得2019年的5月17號嗎？即使當時，民進黨剛面臨地方選舉的挫折，但是我們沒有放棄改革。蘇貞昌院長，當年給大家的鼓舞，民進黨再勇敢了一次，為國家做出正確的決定。我們在立法院通過了婚姻平權法案，本來下著大雨的台北街頭，天空真的劃出了一道彩虹。一場百年大疫，並沒有擊倒我們；反而讓世界看見台灣，看見一個團結的台灣。感謝台灣人民的團結防疫，從防疫團隊到民間夥伴的共同協力，讓我們穩定控制住疫情，讓台灣的經濟穩健成長。我們也讓經濟成長果實和全民共享。我們加薪、減稅、增福利。我們不只擺脫過去22K的困境；股市上萬點成為常態，我們還改革了零股交易制度，讓小資族多一點小確幸。我們也讓台灣的產業走向國際，對美國的出口金額翻倍成長，對新南向國家的出口跟貿易創歷史新高，現在對中國的出口，將近六成是積體電路，台灣用強勢產品，翻轉依賴。現在，台灣在全球供應鏈占有一席之地。台灣產業，小而重要、小而關鍵。現在，世界講到台灣，就會想到科技。現在，世界講到台灣，更會想到民主。面對威權主義的擴張，我們不挑釁、不冒進，也絕對不會在壓力底下屈服。我們信守承諾維持現狀，致力維護台海的和平穩定；我們也堅守「四個堅持」，捍衛兩千三百萬台灣人民的共同利益。這幾年下來，民進黨用穩健的執政證明了，台灣是區域安全與全球供應鏈體系中，最可靠、最穩定、最安全的合作夥伴。這就是民進黨的韌性。受到支持的時候，我們不會躁進；遭遇逆境的時候，我們堅持理想；一場百年大疫，並沒有擊倒我們；反而讓世界看見台灣，看見一個團結的台灣。感謝台灣人民的團結防疫，從防疫團隊到民間夥伴的共同協力，讓我們穩定控制住疫情，讓台灣的經濟穩健成長。我們也讓經濟成長果實和全民共享。我們加薪、減稅、增福利。我們不只擺脫過去22K的困境；股市上萬點成為常態，我們還改革了零股交易制度，讓小資族多一點小確幸。我們也讓台灣的產業走向國際，對美國的出口金額翻倍成長，對新南向國家的出口跟貿易創歷史新高，現在對中國的出口，將近六成是積體電路，台灣用強勢產品，翻轉依賴。現在，台灣在全球供應鏈占有一席之地。台灣產業，小而重要、小而關鍵。現在，世界講到台灣，就會想到科技。現在，世界講到台灣，更會想到民主。面對威權主義的擴張，我們不挑釁、不冒進，也絕對不會在壓力底下屈服。我們信守承諾維持現狀，致力維護台海的和平穩定；我們也堅守「四個堅持」，捍衛兩千三百萬台灣人民的共同利益。這幾年下來，民進黨用穩健的執政證明了，台灣是區域安全與全球供應鏈體系中，最可靠、最穩定、最安全的合作夥伴。這就是民進黨的韌性。受到支持的時候，我們不會躁進；遭遇逆境的時候，我們堅持理想；一場百年大疫，並沒有擊倒我們；反而讓世界看見台灣，看見一個團結的台灣。感謝台灣人民的團結防疫，從防疫團隊到民間夥伴的共同協力，讓我們穩定控制住疫情，讓台灣的經濟穩健成長。我們也讓經濟成長果實和全民共享。我們加薪、減稅、增福利。我們不只擺脫過去22K的困境；股市上萬點成為常態，我們還改革了零股交易制度，讓小資族多一點小確幸。我們也讓台灣的產業走向國際，對美國的出口金額翻倍成長，對新南向國家的出口跟貿易創歷史新高，現在對中國的出口，將近六成是積體電路，台灣用強勢產品，翻轉依賴。現在，台灣在全球供應鏈占有一席之地。台灣產業，小而重要、小而關鍵。現在，世界講到台灣，就會想到科技。現在，世界講到台灣，更會想到民主。面對威權主義的擴張，我們不挑釁、不冒進，也絕對不會在壓力底下屈服。我們信守承諾維持現狀，致力維護台海的和平穩定；我們也堅守「四個堅持」，捍衛兩千三百萬台灣人民的共同利益。這幾年下來，民進黨用穩健的執政證明了，台灣是區域安全與全球供應鏈體系中，最可靠、最穩定、最安全的合作夥伴。這就是民進黨的韌性。受到支持的時候，我們不會躁進；遭遇逆境的時候，我們堅持理想；面對挑戰的時候，我們穩健前進。當然，我們也不會忘記去年底的挫敗。我們必須承認，民進黨不完美、會犯錯。但是，民進黨會反省、會改進，會快速調整。疫情、通膨，以及全球經濟衰退，加重人民生活的負擔。所以，在選後，我們提出疫後特別預算，採取了一連串的措施，持續照顧人民生活，減輕人民壓力。除了普發六千元外，我們提供受到疫情衝擊的中小企業，和農漁民朋友更多的協助。我們提出解決缺工的方案、加強留才久用機制，我們正持續調整產業體質，持續強化農村和漁村的基礎建設。我知道，大家都很關心居住正義的問題。這幾年，我們多管齊下、健全房市。我們修正了平均地權條例來壓制炒房；我們社宅發包興建加上包租代管，總共20萬戶的目標可以達成；我們也推動房貸支持方案，以及投入300億元，擴大租金補貼的適用範圍，預計照顧50萬戶的租屋族。我知道，這樣仍然還不夠。所以，接下來我們要擴大「青安貸款」，減輕首購族的壓力；我們要推動「囤房稅2.0」，提高囤房成本、降低自住負擔。我們也全力支持賴清德副總統，也是我們的候選人所提出的，25萬戶直接興建社宅，加上25萬戶包租代管，讓社宅規模擴大到50萬戶的計畫。再加上租金補貼，總共將協助百萬戶的住蔡英文不會信口開河，更不會冒進挑釁。特別是，變局中的台灣，國家需要有戰略格局，決策需要冷靜沉穩，國政需要穩健執行。這就是蔡英文團隊一貫的堅持。明年1月13號，台灣人民要再一次做出選擇。跟八年前一樣，我依然相信民主，相信人民，相信台灣。我也相信賴清德！四年前，我和清德一起參加黨內初選。我還記得初選結束後，我說，在未來的團隊中，清德一定會扮演重要的角色。這四年來，蔡英文和賴清德並肩作戰。我們一起贏得2020年大選，也一起守住四大公投；我們一起挺過三年多的百年大疫，也共同面對去年底地方選舉的挫敗。這四年來，賴清德協助蔡英文，關關難過關關過。現在，賴清德準備好了！從地方到中央，從內政到國際，賴清德有最完整的歷練，他要帶著「國家希望工程」的國政藍圖，在我們這八年努力打下的基礎上，持續努力，將國家帶向下一階段的昌盛繁榮。面對人民的期待，民進黨有團隊、會做事；面對人民的批判，民進黨會反省、會改進；面對挫折與挑戰，民進黨有韌性，在困境中堅持價值，實現對人民的承諾。我相信賴清德能夠在新的變局中，接棒蔡英文，穩健帶領台灣繼續前進。所以，我要拜託大家，2024，團結一致！支持賴清德，民主、團結、挺台灣。蔡英文團隊能做事，是因為有立法院做後盾。所以，我們2024，團結一致！一起支持Team Taiwan的立法委員，讓未來的執政團隊做事更有力。台灣，會持續堅定步伐、走向世界。讓我們一起打造更民主和平的台灣、更創新繁榮的台灣、更公義永續的台灣，讓台灣永遠是世界的台灣！台灣加油！謝謝大家。三立--,27.53.99.31 (臺灣),49
